recall_id,source_agency,external_id,source_id,title,description,recalling_firm_canonical,recalling_firm_display,recall_date,severity,remedy,units_affected,distribution_pattern,hazard_keys,raw_hazard_texts,source_url,source_endpoint_url,retrieved_at
10134,CPSC,26577,319,Shield Line Recalls MedPride Baby Oil Bottles Due to Risk of Serious Injury or Death from Child Poisoning; Violate Mandatory Standard for Child-Resistant Packaging,"This recall involves MedPride Baby Oil bottles. The baby oil comes in a clear bottle with a pink cap and a white and pink front and back label. The front label bears the ""MedPride"" logo. The label contains ""Baby Oil"" in pink lettering, ""Helps smooth, soften & moisturize skin"", and ""Hypoallergenic"" in blue lettering. The back label contains directions, warnings, and manufacturer information in blue lettering.",shield line llc of branchburg new jersey,"Shield Line LLC, of Branchburg, New Jersey",2026-06-25,,Consumers should secure the baby oil out of sight and reach of children immediately and contact Shield Line for a refund. Consumers will be asked to submit a photo of the recalled product in the trash to receive a full refund.; Refund,8420,,chemical_toxic,"The baby oil contains low-viscosity hydrocarbons, which must be in child-resistant packaging, as required by the Poison Prevention Packaging Act. The baby oil's packaging is not child-resistant, posing a risk of serious injury or illness from poisoning if the contents are swallowed by young children. Additionally, petroleum distillates can get into the lungs, causing chemical pneumonia and/or pulmonary damage, which can be fatal.",https://www.cpsc.gov/Recalls/2026/Shield-Line-Recalls-MedPride-Baby-Oil-Bottles-Due-to-Risk-of-Serious-Injury-or-Death-from-Child-Poisoning-Violate-Mandatory-Standard-for-Child-Resistant-Packaging,https://www.saferproducts.gov/RestWebServices/Recall?format=json&RecallDateStart=2026-06-01&RecallDateEnd=2026-06-30,2026-07-13 16:36:31
10133,CPSC,26578,319,Raychy Children's Light Sneakers Recalled Due to Risk of Serious Injury or Death from Battery Ingestion; Violate Mandatory Standard for Consumer Products with Coin Batteries; Imported by Carina and Rambo,"This recall involves Raychy Children's Light Sneakers Unisex. The sneakers are available in red, black, and blue, each featuring a distinctive spiderweb-patterned on top of the sneakers and soles that light up when walking. The shoes bear the ""Fashion"" label printed on the tongue.",shenzhen qicheng trading co ltd dba carina and rambo of china,"Shenzhen Qicheng Trading Co., Ltd., dba Carina and Rambo, of China",2026-06-25,,"Consumers should stop using the sneakers immediately and contact Carina and Rambo for a refund. Consumers will be asked to cut the shoe tongue, write ""RECALLED"" on both sides of the sneakers using a permanent marker, and provide a photo of disposal to raychyrecall@outlook.com in order to receive the refund. Note: Button cell and coin batteries are hazardous. Batteries should be disposed of or recycled by following local hazardous waste procedures.; Refund",500,,fire_burn,"The recalled sneakers violate the mandatory standard for consumer products with button cell and coin batteries because the lithium coin batteries can be accessed easily by children, posing an ingestion hazard.?Additionally, the packaging and product do not have the warnings required under?Reese's Law. When button cell or coin batteries are swallowed, the ingested batteries can cause serious injuries, internal chemical burns, and death.",https://www.cpsc.gov/Recalls/2026/Raychy-Childrens-Light-Sneakers-Recalled-Due-to-Risk-of-Serious-Injury-or-Death-from-Battery-Ingestion-Violate-Mandatory-Standard-for-Consumer-Products-with-Coin-Batteries-Imported-by-Carina-and-Rambo,https://www.saferproducts.gov/RestWebServices/Recall?format=json&RecallDateStart=2026-06-01&RecallDateEnd=2026-06-30,2026-07-13 16:36:31
10132,CPSC,26579,319,Montessori Busy Board Toys Recalled Due to Risk of Serious Injury or Death from Magnet Ingestion; Violate Mandatory Standard for Toys; Sold on Amazon by Small Fish,"This recall involves Small Fish Montessori Busy Board toys, model 2512JX02. The busy board consists of a wooden base with six multi-colored removable square activity panels, including flipping mirror, abacus, finger spinner, spinning gear, rain maker and bead maze panels. ""Montessori Busy Board"" and model number ""2512JX02"" are printed on labels on the back of the package.",lesonic technology co ltd dba small fish of china,"Lesonic Technology Co., Ltd., dba Small Fish, of China",2026-06-25,,Consumers should stop using the recalled busy boards and immediately take them away from children. Consumers can contact Small Fish for information on how to receive a full refund. Consumers will be asked to throw away the recalled busy board and email a photo of the disposed product to smallfishrecall@163.com.; Refund,1013,,choking,"The busy boards violate the mandatory safety standard for toys because magnets can detach, posing a deadly ingestion hazard. When high-powered magnets are swallowed, the ingested magnets can attract each other, or other metal objects and become lodged in the digestive system. This can result in perforations, twisting, and/or blockage of the intestines, blood poisoning and death.",https://www.cpsc.gov/Recalls/2026/Montessori-Busy-Board-Toys-Recalled-Due-to-Risk-of-Serious-Injury-or-Death-from-Magnet-Ingestion-Violate-Mandatory-Standard-for-Toys-Sold-on-Amazon-by-Small-Fish,https://www.saferproducts.gov/RestWebServices/Recall?format=json&RecallDateStart=2026-06-01&RecallDateEnd=2026-06-30,2026-07-13 16:36:31
10130,CPSC,26580,319,Honlyne LED Party Favors Recalled Due to Risk of Serious Injury Death from Battery Ingestion; Violate Mandatory Standard for Consumer Products with Button Cell Batteries; Sold by Huizhou Rongheng Network Technology,"This recall involves Honlyn LED party favors. The party favors include 20 LED hair fiber optic clips, 16 LED glasses, 16 foam glow sticks, 10 light-up flower crowns, 40 finger lights and 200 glow sticks. ""Light Up Party Toy"" is printed on the front of the product packaging. ""Brand: Honlyne,"" ""Product Name: Glow in the Dark Party Supplies"" and ""Mo. Number: HON-302HE"" are printed on back of the product packaging. One side of the packaging bears several hazard warnings for small parts and button cell batteries.",abga advanced trading co ltd of walnut california,"ABGA Advanced Trading Co., Ltd., of Walnut, California",2026-06-25,,"Consumers should stop using the recalled party favors immediately and contact Huizhou Rongheng Network Technology for a full refund. Consumers will be asked to take a clear photo of the recalled products in the trash and email the photo to joeyrong@vip.sina.com to receive a refund. Upon verification, Huizhou Rongheng Network Technology will issue a refund. Note: Button cell batteries are hazardous. Batteries should be disposed of or recycled by following local hazardous waste procedures.; Refund",13400,,fire_burn,"The LED party favors violate the mandatory safety standard for consumer products because the battery compartment within the light-up products contains button cell batteries that can be easily accessed by children. When button cell or coin batteries are swallowed, the ingested batteries can cause serious injuries, internal chemical burns and death.",https://www.cpsc.gov/Recalls/2026/Honlyne-LED-Party-Favors-Recalled-Due-to-Risk-of-Serious-Injury-or-Death-from-Battery-Ingestion-Violate-Mandatory-Standard-for-Consumer-Products-with-Button-Cell-Batteries-Sold-by-Huizhou-Rongheng-Network-Technology,https://www.saferproducts.gov/RestWebServices/Recall?format=json&RecallDateStart=2026-06-01&RecallDateEnd=2026-06-30,2026-07-13 16:36:31
10129,CPSC,26581,319,Daikin Comfort Technologies Manufacturing Recalls Amana Air Conditioners and Heat Pumps Due to Risk of Serious Injury from Fire and Burns,"This recall involves certain Amana brand Window-Room-Air-Conditioners and Through the Wall air conditioners or heat pumps. The products are white-colored, and the brand name is printed on most of the units' control covers. The units are used to provide room climate control. They most often are installed at hotels, apartment buildings, and commercial spaces. The model number is located on the front of the unit on the front edge of the base pan on a white sticker. Recalled units have a model number beginning with PB, AH or AE. The serial number is under the bar code that is under the model number. The model numbers in the recall include: Product Model Name Model Type Through the Wall (TTW) PBH113J35AA Heat Pump PBH093J35AA Heat Pump PBH073J35AA Heat Pump PBE123J35AA Air Conditioner PBE093J35AA Air Conditioner Window-Room-Air-Conditioners (WRAC) AH183J35AA Heat Pump AH123J35AA Heat Pump AH093J35AA Heat Pump AE183J35AA Air Conditioner AE123J35AA Air Conditioner AE093J35AA Air Conditioner",daikin comfort technologies manufacturing inc of houston texas,"Daikin Comfort Technologies Manufacturing, Inc., of Houston, Texas",2026-06-25,,"Consumers should stop using the recalled products immediately and contact Daikin Comfort Technologies Manufacturing, Inc. (DCT) to submit a request for a full refund. Consumers will be required to provide their contact information, cut the product's cord, and then upload a photo of the product's serial number and cut cord in order to receive a full refund of the unit.; Refund",13514,,fire_burn,"The heating element can remain energized during a ground fault, despite being turned off, posing a risk of fire or burn injury to consumers.",https://www.cpsc.gov/Recalls/2026/Daikin-Comfort-Technologies-Manufacturing-Recalls-Amana-Air-Conditioners-and-Heat-Pumps-Due-to-Risk-of-Serious-Injury-from-Fire-and-Burns,https://www.saferproducts.gov/RestWebServices/Recall?format=json&RecallDateStart=2026-06-01&RecallDateEnd=2026-06-30,2026-07-13 16:36:31
10128,CPSC,26582,319,Combination Smoke and Carbon Monoxide (CO) Detectors Recalled Due to Risk of Serious Injury or Death from Failure to Alert Consumers to Fire; Sold Exclusively on Amazon.com by Treatlife Technology,"This recall involves Treatlife Smoke and Carbon Monoxide (CO) Detectors. The alarms are AA battery operated and have a colored light and test button. The alarms are white and circular in shape. The FCC ID ""2ANDL-XR3"" and the date of manufacture ""2023.DEC.02"" are printed on the bottom side of the alarm.",treatlife technology co ltd of china,"Treatlife Technology Co. Ltd., of China",2026-06-25,,"Consumers should contact Treatlife Technology to receive a full refund. Consumers should continue using the recalled detectors until they purchase and install a replacement detector. Once a new detector is installed, consumers should write ""recalled"" on the recalled product, remove the batteries, dispose of the detector in their household garbage, and dispose of the batteries in accordance with local and state regulations.; Refund",20,,fire_burn,"The recalled detectors can fail to alert consumers of a fire, posing a risk of serious injury or death from smoke inhalation or burns.",https://www.cpsc.gov/Recalls/2026/Combination-Smoke-and-Carbon-Monoxide-CO-Detectors-Recalled-Due-to-Risk-of-Serious-Injury-or-Death-from-Failure-to-Alert-Consumers-to-Fire-Sold-Exclusively-on-Amazon-com-by-Treatlife-Technology,https://www.saferproducts.gov/RestWebServices/Recall?format=json&RecallDateStart=2026-06-01&RecallDateEnd=2026-06-30,2026-07-13 16:36:31
128567,FDA,FDA_ALERT:20260625:49cd1b9e00eb,521,"Breeder’s Edge, Shelter’s Choice - Canine milk replacer",Variable levels of Vitamin D,revival animal health,Revival Animal Health,2026-06-25,,,,,other,Variable levels of Vitamin D,https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts,https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/datatables-data?_format=xlsx,2026-07-13 17:45:04
3,FSIS,009-2026,1,"Reser’s Fine Foods, Inc. Recalls Ready-To-Eat Pasta Salad Product Due to Misbranding and Undeclared Allergens",Misbranding; Unreported Allergens,reser 039 s fine foods,Reser&#039;s Fine Foods,2026-06-25,High - Class I,,,Alabama; Florida; North Carolina; New Jersey; South Carolina; Tennessee; Virginia,undeclared_allergen,Misbranding; Unreported Allergens,http://www.fsis.usda.gov/recalls-alerts/resers-fine-foods-inc--recalls-ready-eat-pasta-salad-product-due-misbranding-and,https://www.fsis.usda.gov/fsis/api/recall/v/1,2026-07-13 16:28:56
4,FSIS,PHA-06252026-01,1,FSIS Issues Public Health Alert for Ready-To-Eat Chicken Caesar Wrap Products That May Be Contaminated With Listeria,Product Contamination,taher,"Taher, Inc.",2026-06-25,Public Health Alert,,,Minnesota; Wisconsin,microbial_contamination,Product Contamination,http://www.fsis.usda.gov/recalls-alerts/fsis-issues-public-health-alert-ready-eat-chicken-caesar-wrap-products-may-be,https://www.fsis.usda.gov/fsis/api/recall/v/1,2026-07-13 16:28:56
2,FSIS,PHA-06252026-02,1,FSIS Issues Public Health Alert for Boneless Chicken Breast Product Due to Misbranding and Undeclared Allergens,Misbranding; Unreported Allergens,fw farms,FW Farms LLC.,2026-06-25,Public Health Alert,,,Alabama; Alaska; Idaho; Illinois; Indiana; Kentucky; Tennessee; Oregon; Washington,undeclared_allergen,Misbranding; Unreported Allergens,http://www.fsis.usda.gov/recalls-alerts/fsis-issues-public-health-alert-boneless-chicken-breast-product-due-misbranding-and,https://www.fsis.usda.gov/fsis/api/recall/v/1,2026-07-13 16:28:56
25063,NHTSA,26V401000,321,"Airstream, Inc. ELECTRICAL SYSTEM Recall 26V401000","Airstream, Inc. (Airstream) is recalling certain 2026 Classic recreational trailers and 2025-2027 Interstate recreational vehicles, equipped with certain MaxxAir N-Series Maxxfan rooftop ventilation fans. The printed circuit board may fail during certain operations and overheat. An overheated printed circuit board increases the risk of a fire.",airstream,"Airstream, Inc.",2026-06-24,,"Dealers will replace the printed circuit board, free of charge. Owner notification letters are expected to be mailed August 21, 2026. Owners may contact Airstream customer service at 1-877-596-6505 or 1-937-596-6111 ext. 7401 or 7411. Vehicle Identification Numbers (VINs) involved in this recall will be searchable on NHTSA.gov beginning August 21, 2026.",303,United States,fire_burn,"ELECTRICAL SYSTEM Airstream, Inc. (Airstream) is recalling certain 2026 Classic recreational trailers and 2025-2027 Interstate recreational vehicles, equipped with certain MaxxAir N-Series Maxxfan rooftop ventilation fans. The printed circuit board may fail during certain operations and overheat. An overheated printed circuit board increases the risk of a fire. Dealers will replace the printed circuit board, free of charge. Owner notification letters are expected to be mailed August 21, 2026. Owners may contact Airstream customer service at 1-877-596-6505 or 1-937-596-6111 ext. 7401 or 7411. Vehicle Identification Numbers (VINs) involved in this recall will be searchable on NHTSA.gov beginning August 21, 2026.",https://api.nhtsa.gov/recalls/campaignNumber?campaignNumber=26V401000,https://static.nhtsa.gov/odi/ffdd/rcl/FLAT_RCL_POST_2010.zip,2026-07-13 16:36:37
24926,NHTSA,26V402000,321,Ford Motor Company POWER TRAIN:AUTOMATIC TRANSMISSION Recall 26V402000,"Ford Motor Company (Ford) is recalling certain 2018-2021 Navigator, Expedition, 2020-2021 Explorer, Lincoln Aviator, and 2021 F-150 vehicles. The transmission park pawl may engage while the vehicle is in motion, resulting in park system damage. Park system damage may result in a vehicle rollaway, increasing the risk of a crash.",ford motor,Ford Motor Company,2026-06-24,,"Dealers will update the powertrain control module software, and inspect and replace any damaged transmission components as necessary, free of charge. Interim letters, notifying owners of the safety risk, are expected to be mailed August 3, 2026. Additional letters will be sent once the remedy is available, anticipated in April 2027. Owners may contact Ford customer service at 1-866-436-7332. Ford's number for this recall is 26S48. Vehicle Identification Numbers (VINs) involved in this recall became searchable on NHTSA.gov on June 26, 2026.",741195,United States,crash_injury,"POWER TRAIN:AUTOMATIC TRANSMISSION Ford Motor Company (Ford) is recalling certain 2018-2021 Navigator, Expedition, 2020-2021 Explorer, Lincoln Aviator, and 2021 F-150 vehicles. The transmission park pawl may engage while the vehicle is in motion, resulting in park system damage. Park system damage may result in a vehicle rollaway, increasing the risk of a crash. Dealers will update the powertrain control module software, and inspect and replace any damaged transmission components as necessary, free of charge. Interim letters, notifying owners of the safety risk, are expected to be mailed August 3, 2026. Additional letters will be sent once the remedy is available, anticipated in April 2027. Owners may contact Ford customer service at 1-866-436-7332. Ford's number for this recall is 26S48. Vehicle Identification Numbers (VINs) involved in this recall became searchable on NHTSA.gov on June 26, 2026. ",https://api.nhtsa.gov/recalls/campaignNumber?campaignNumber=26V402000,https://static.nhtsa.gov/odi/ffdd/rcl/FLAT_RCL_POST_2010.zip,2026-07-13 16:36:37
24925,NHTSA,26V403000,321,Ford Motor Company STRUCTURE:BODY Recall 26V403000,Ford Motor Company (Ford) is recalling certain 2022-2026 Bronco vehicles. The fender flares may not be properly secured and detach from the vehicle.  A detached fender flare can become a road hazard and increase the risk of a crash.,ford motor,Ford Motor Company,2026-06-24,,"Dealers will inspect and repair, or replace the fender flares as necessary, free of charge.  Interim letters, notifying owners of the safety risk, are expected to be mailed August 10, 2026. Additional letters will be sent once the remedy is available, anticipated in late August 2026. Owners may contact Ford customer service at 1-866-436-7332. Ford's number for this recall is 26S47. Vehicle Identification Numbers (VINs) involved in this recall will be searchable on NHTSA.gov beginning August 7, 2026.",36046,United States,crash_injury,"STRUCTURE:BODY Ford Motor Company (Ford) is recalling certain 2022-2026 Bronco vehicles. The fender flares may not be properly secured and detach from the vehicle.  A detached fender flare can become a road hazard and increase the risk of a crash. Dealers will inspect and repair, or replace the fender flares as necessary, free of charge.  Interim letters, notifying owners of the safety risk, are expected to be mailed August 10, 2026. Additional letters will be sent once the remedy is available, anticipated in late August 2026. Owners may contact Ford customer service at 1-866-436-7332. Ford's number for this recall is 26S47. Vehicle Identification Numbers (VINs) involved in this recall will be searchable on NHTSA.gov beginning August 7, 2026.",https://api.nhtsa.gov/recalls/campaignNumber?campaignNumber=26V403000,https://static.nhtsa.gov/odi/ffdd/rcl/FLAT_RCL_POST_2010.zip,2026-07-13 16:36:37
25137,NHTSA,26V404000,321,"Elgin Sweeper Company, Inc. ELECTRICAL SYSTEM:PROPULSION SYSTEM:TRACTION BATTERY Recall 26V404000","Elgin Sweeper Company is recalling certain 2024-2026 Pelican vehicles equipped with Samsung SDI high voltage battery packs. The high voltage batteries may fail. The defective batteries may overheat, increasing the risk of a fire.",elgin sweeper,Elgin Sweeper Company,2026-06-24,,"Dealers will install battery monitoring software, free of charge. The remedy for this recall is currently under development. The Elgin Sweeper Company has not yet provided a schedule for owner notification. Additional letters will be sent once the remedy is available. The Elgin Sweeper Company number for this recall is 26E009.",7,United States,fire_burn,"ELECTRICAL SYSTEM:PROPULSION SYSTEM:TRACTION BATTERY Elgin Sweeper Company is recalling certain 2024-2026 Pelican vehicles equipped with Samsung SDI high voltage battery packs. The high voltage batteries may fail. The defective batteries may overheat, increasing the risk of a fire. Dealers will install battery monitoring software, free of charge. The remedy for this recall is currently under development. The Elgin Sweeper Company has not yet provided a schedule for owner notification. Additional letters will be sent once the remedy is available. The Elgin Sweeper Company number for this recall is 26E009. ",https://api.nhtsa.gov/recalls/campaignNumber?campaignNumber=26V404000,https://static.nhtsa.gov/odi/ffdd/rcl/FLAT_RCL_POST_2010.zip,2026-07-13 16:36:37
25270,NHTSA,26V405000,321,Harbinger Motors Inc. STEERING Recall 26V405000,"Harbinger Motors Inc (Harbinger) is recalling certain 2025 Stripped Chassis vehicles. The steering gear mounting bolts may come loose or break. Broken or loose steering gear bolts can cause a loss of steering control, increasing the risk of a crash.",harbinger motors,Harbinger Motors Inc.,2026-06-24,,"Dealers will replace the steering gear assembly bolts, free of charge. Owner notification letters are expected to be mailed August 10, 2026. Harbinger's number for this recall is REC-04-00003.",129,United States,crash_injury,"STEERING Harbinger Motors Inc (Harbinger) is recalling certain 2025 Stripped Chassis vehicles. The steering gear mounting bolts may come loose or break. Broken or loose steering gear bolts can cause a loss of steering control, increasing the risk of a crash. Dealers will replace the steering gear assembly bolts, free of charge. Owner notification letters are expected to be mailed August 10, 2026. Harbinger's number for this recall is REC-04-00003.",https://api.nhtsa.gov/recalls/campaignNumber?campaignNumber=26V405000,https://static.nhtsa.gov/odi/ffdd/rcl/FLAT_RCL_POST_2010.zip,2026-07-13 16:36:37
24927,NHTSA,26E037000,321,Rockford Corporation ELECTRICAL SYSTEM:WIRING:FUSES AND CIRCUIT BREAKERS Recall 26E037000,"Rockford Corporation (Rockford) is recalling certain Rockford Fosgate 20GLADR-STG5, 24WRNGLR-FOX, 24WRNGLER-STG3, and 18WRNGLER-STG5 amplifier kits. The 150-amp fuse may not provide adequate circuit protection in the event of a short circuit in the amplifier. Inadequate protection may increase the risk of a fire. ",rockford,Rockford Corporation,2026-06-23,,"Rockford will provide instructions and a replacement fuse, free of charge. Owner letters are expected to be mailed August 7, 2026. Owners may contact Rockford's customer service at 1-800-669-9899.",1209,United States,fire_burn,"ELECTRICAL SYSTEM:WIRING:FUSES AND CIRCUIT BREAKERS Rockford Corporation (Rockford) is recalling certain Rockford Fosgate 20GLADR-STG5, 24WRNGLR-FOX, 24WRNGLER-STG3, and 18WRNGLER-STG5 amplifier kits. The 150-amp fuse may not provide adequate circuit protection in the event of a short circuit in the amplifier. Inadequate protection may increase the risk of a fire.  Rockford will provide instructions and a replacement fuse, free of charge. Owner letters are expected to be mailed August 7, 2026. Owners may contact Rockford's customer service at 1-800-669-9899.",https://api.nhtsa.gov/recalls/campaignNumber?campaignNumber=26E037000,https://static.nhtsa.gov/odi/ffdd/rcl/FLAT_RCL_POST_2010.zip,2026-07-13 16:36:37
25070,NHTSA,26E038000,321,Ricon Corporation EQUIPMENT ADAPTIVE/MOBILITY:WHEELCHAIR LIFT/RAMP:CONTROLS/CONTROL WIRING Recall 26E038000,"Ricon Corporation (Ricon) is recalling certain S-Series and K-Series wheelchair platform lifts. The electrical contactor may fail, preventing the controls from stopping the lift. A wheelchair lift that continues to move while occupied increases the risk of injury.",ricon,Ricon Corporation,2026-06-23,,"Dealers will correct the wiring by install two diodes, free of charge. Owner notification letters were mailed June 29, 2026. Owners may contact Ricon customer service at 1-800-322-2884.",1220,United States,crash_injury,"EQUIPMENT ADAPTIVE/MOBILITY:WHEELCHAIR LIFT/RAMP:CONTROLS/CONTROL WIRING Ricon Corporation (Ricon) is recalling certain S-Series and K-Series wheelchair platform lifts. The electrical contactor may fail, preventing the controls from stopping the lift. A wheelchair lift that continues to move while occupied increases the risk of injury. Dealers will correct the wiring by install two diodes, free of charge. Owner notification letters were mailed June 29, 2026. Owners may contact Ricon customer service at 1-800-322-2884.",https://api.nhtsa.gov/recalls/campaignNumber?campaignNumber=26E038000,https://static.nhtsa.gov/odi/ffdd/rcl/FLAT_RCL_POST_2010.zip,2026-07-13 16:36:37
25265,NHTSA,26V399000,321,"General Motors, LLC STEERING Recall 26V399000","General Motors, LLC (GM) is recalling certain 2025-2026 Express, and 2025-2026 Savana vehicles. The steering gear assembly may have a nut that was not properly tightened. A loose nut that separates from the steering gear assembly while driving can cause a loss of steering control, increasing the risk of a crash.",general motors,"General Motors, LLC",2026-06-23,,"Dealers will inspect and replace the steering gear assembly, if necessary, free of charge. Owner notification letters are expected to be mailed August 10, 2026. Owners may contact GMC customer service at 1-888-988-7267 or Chevrolet customer service at 1-800-222-1020. GM's number for this recall is N262563570. Vehicle Identification Numbers (VINs) involved in this recall became searchable on NHTSA.gov on June 23, 2026.",26541,United States,crash_injury,"STEERING General Motors, LLC (GM) is recalling certain 2025-2026 Express, and 2025-2026 Savana vehicles. The steering gear assembly may have a nut that was not properly tightened. A loose nut that separates from the steering gear assembly while driving can cause a loss of steering control, increasing the risk of a crash. Dealers will inspect and replace the steering gear assembly, if necessary, free of charge. Owner notification letters are expected to be mailed August 10, 2026. Owners may contact GMC customer service at 1-888-988-7267 or Chevrolet customer service at 1-800-222-1020. GM's number for this recall is N262563570. Vehicle Identification Numbers (VINs) involved in this recall became searchable on NHTSA.gov on June 23, 2026.",https://api.nhtsa.gov/recalls/campaignNumber?campaignNumber=26V399000,https://static.nhtsa.gov/odi/ffdd/rcl/FLAT_RCL_POST_2010.zip,2026-07-13 16:36:37
87177,FDA,D-0617-2026,393,"DULOXETINE D/R, a) 30 mg (NDC 61919-482-30), 30 Caps; b) 30 mg (NDC 61919-482-60), 60 Caps; CYMBALTA, Packaged and Distributed by Direct Rx.",CGMP Deviations: Presence of N-nitroso-duloxetine impurity above FDA recommended interim limit,direct rx,Direct Rx,2026-06-22,Class II,,,U.S. Nationwide,drug_defect,CGMP Deviations: Presence of N-nitroso-duloxetine impurity above FDA recommended interim limit,"https://api.fda.gov/drug/enforcement.json?search=recall_number:""D-0617-2026""",https://api.fda.gov/drug/enforcement.json?limit=1000&skip=0&search=recall_initiation_date%3A%5B20260101+TO+20260713%5D,2026-07-13 16:51:10
10139,CPSC,26561,319,BABESIDE Doll and Stroller Children's Toys Recalled Due to Risk of Serious Injury or Death from Choking Hazard; Violate Small Parts Ban; Sold on Amazon by HYBDOLLS,"This recall involves BABESIDE-branded doll and stroller toys. The play toy sets consist of a pink with red stroller, a baby doll dressed in pink and 23 accessories, including a pink and white plate with a fork and spoon, orange juice and milk feeding bottles, a toy pacifier with clip, a milk carton, a bib, a diaper bag, a diaper, a tissue bag with tissues, lotion and baby powder bottles, a small plush bear, a pair of shoes, two sets of clothes and a soft carrier.",huizhou huitong crafts co ltd of china,"Huizhou Huitong Crafts Co. Ltd., of China",2026-06-18,,"Consumers should stop using the recalled toys' plush bear and pacifier immediately, take them away from children and contact HYBDOLLS for free replacement similar toy accessories, including shipping. Consumers will be asked to destroy the toy's plush bear and pacifier by cutting the bear in half and writing in permanent marker ""X"" on the pacifier and send a photo of the destroyed and marked accessories to support@babeside.com. Consumers should then dispose of the destroyed accessories.; Repair",2200,,choking,"The recalled toys violate the small parts ban because they are intended for children under three and the small pacifier poses a deadly choking hazard to young children. In addition, the eyes on the plush bear can detach, also posing a choking hazard.",https://www.cpsc.gov/Recalls/2026/BABESIDE-Doll-and-Stroller-Childrens-Toys-Recalled-Due-to-Risk-of-Serious-Injury-or-Death-from-Choking-Hazard-Violate-Small-Parts-Ban-Sold-on-Amazon-by-HYBDOLLS,https://www.saferproducts.gov/RestWebServices/Recall?format=json&RecallDateStart=2026-06-01&RecallDateEnd=2026-06-30,2026-07-13 16:36:31
10141,CPSC,26562,319,GOPO Toys Recalls Pull String Teething Toys Due to Risk of Serious Injury or Death from Choking; Violate Mandatory Standard for Toys,"This recall involves GOPO TOYS pull string teething toys. The teething toys consist of an off-white disc shape with a gray ball in the center and six multi-colored, silicone tentacle-looking pull strings that run through the ball. The disc has seven soft push buttons. The brand name and ""Pull String Toy"" is printed on the front of the product packaging, and the batch number 250905, 250530, 250120, 240315, 231005 or 230610 on the back of packaging.",gopo toys llc of san bernardino california,"GOPO Toys LLC, of San Bernardino, California",2026-06-18,,"Consumers should stop using the teething toy immediately, take it away from children and contact GOPO Toys to receive a full refund. Consumers will be asked to destroy the toy by cutting all silicone strings and writing in permanent marker ""DESTROYED"" on the main body of the toy and send a photo of the destroyed toy to recalls@gopotoys.com. Consumers should then dispose of the destroyed product.; Refund",70410,,choking,"The recalled teething toys violate the mandatory standard for toys because the silicone strings are smaller and longer than permitted. The strings can reach the back of children's throat and become lodged, posing a serious risk of respiratory distress and deadly choking hazard.",https://www.cpsc.gov/Recalls/2026/GOPO-Toys-Recalls-Pull-String-Teething-Toys-Due-to-Risk-of-Serious-Injury-or-Death-from-Choking-Violate-Mandatory-Standard-for-Toys,https://www.saferproducts.gov/RestWebServices/Recall?format=json&RecallDateStart=2026-06-01&RecallDateEnd=2026-06-30,2026-07-13 16:36:31
10145,CPSC,26563,319,Spa Drain Covers Recalled Due to Risk of Serious Injury or Death from Entrapment and Drowning Hazards; Violate Virginia Graeme Baker Pool & Spa Safety Act; Sold on Amazon by Arrogantf,"This recall involves Arrogantf white spa/hot tub suction covers that are sold for use as Hot Tub Jet Cover, Spa Drain Covers. The plastic unit comes packaged in a clear plastic bag with a label affixed to the bag which reads: X004TW6LTF, Arrogantf, BWG 3-3/4"" 100gpm, BSC334-AF. Included in the bag is a smaller clear bag with two screws. There is no labeling or product identification on the product itself.",shenzhen fuxiangyue technology co ltd dba arrogantf of china,"Shenzhen Fuxiangyue Technology Co., Ltd., dba Arrogantf, of China",2026-06-18,,"Spa owners, spa operators and consumers should stop using spa/hot tubs with the recalled pool drain covers immediately. To receive a refund, consumers should remove the drain cover from the spa/hot tub, write ""RECALL"" with a marker on the cover, take a photo, then dispose it. If feasible, disable the drain cover by cutting the perimeter structure to prevent reinstallation or further functional use. Send the photo to Arrogantf by email at lufen1624@outlook.com. Ensure all pools and spas have VGBA-compliant drain covers and teach children to stay away from drains.; Refund",340,,choking,"The recalled drain covers violate the entrapment protection standards of the Virginia Graeme Baker Pool and Spa Safety Act (VGBA), posing entrapment and drowning hazards to consumers.",https://www.cpsc.gov/Recalls/2026/Spa-Drain-Covers-Recalled-Due-to-Risk-of-Serious-Injury-or-Death-from-Entrapment-and-Drowning-Hazards-Violate-Virginia-Graeme-Baker-Pool-Spa-Safety-Act-Sold-on-Amazon-by-Arrogantf,https://www.saferproducts.gov/RestWebServices/Recall?format=json&RecallDateStart=2026-06-01&RecallDateEnd=2026-06-30,2026-07-13 16:36:31
